4.6088e+01 4 13 17 22 15 5 18 27 11 3 26 2 16 25 20 23 6 19 14 8 0 1 12 9 24 29 21 7 10 28
3.7625e+01 23 21 8 25 22 18 27 15 6 2 13 28 7 3 10 24 12 17 9 14 29 16 11 26 0 5 1 4 19 20
3.9648e+01 2 25 18 29 20 4 7 12 17 16 1 8 11 22 6 9 14 13 27 3 10 19 26 15 23 21 24 5 0 28
4.2600e+01 16 12 6 1 15 4 2 27 19 22 28 11 8 10 13 7 25 3 18 21 14 23 24 9 5 29 0 17 20 26
3.8661e+01 22 23 24 25 20 2 26 12 13 27 14 7 0 5 11 3 16 18 17 4 9 10 29 21 1 6 8 15 19 28
4.2397e+01 16 28 8 20 23 11 7 4 25 15 21 19 10 6 0 3 5 9 24 17 29 13 1 2 18 12 14 27 22 26
4.7066e+01 22 8 29 17 16 11 27 3 19 0 5 4 1 28 6 25 24 7 15 23 12 18 14 21 10 9 20 2 13 26
3.6997e+01 14 9 2 26 19 13 0 7 16 18 12 4 17 23 25 8 11 15 10 3 1 5 20 6 21 22 27 29 24 28
3.5663e+01 7 8 11 20 29 0 10 17 12 24 27 5 22 16 3 28 25 15 23 13 2 18 6 1 19 26 4 14 21 9
3.8444e+01 6 29 11 7 9 16 10 12 3 17 26 15 21 28 14 0 23 2 4 25 22 20 27 13 8 5 19 24 1 18
4.0108e+01 9 0 6 13 4 10 1 18 28 22 29 26 12 23 15 24 8 19 14 5 20 25 27 21 17 7 2 11 3 16
4.0956e+01 25 3 1 19 22 0 4 24 13 17 12 7 26 9 2 27 11 29 14 10 23 16 5 15 20 6 18 28 21 8
3.9440e+01 22 2 12 16 29 20 25 5 21 1 10 18 9 13 3 6 19 28 23 4 11 7 17 8 24 14 15 0 26 27
4.1404e+01 24 0 21 25 2 23 20 22 12 1 17 8 27 26 13 16 29 5 11 7 6 28 19 10 9 3 18 15 14 4
3.6262e+01 25 20 3 10 27 8 13 15 19 2 29 23 16 26 14 24 1 17 0 28 22 7 11 5 6 18 21 4 12 9
3.9748e+01 5 24 25 10 21 4 14 16 13 19 1 8 22 7 9 3 23 29 27 15 0 11 6 12 20 17 26 28 18 2
3.9104e+01 25 11 1 6 26 7 23 12 28 24 14 5 22 10 2 15 13 4 27 21 8 17 19 9 3 29 18 0 20 16
3.5463e+01 16 29 23 21 11 14 27 6 28 3 1 15 26 13 0 12 22 24 7 4 2 19 5 17 8 10 25 9 20 18
3.5133e+01 14 13 25 23 28 20 26 10 24 29 2 19 9 22 1 7 27 8 6 17 3 16 18 5 0 12 21 11 15 4
2.9908e+01 23 19 6 15 24 21 12 25 1 5 2 27 4 3 9 11 14 17 8 26 22 28 10 13 18 16 20 0 29 7
3.6063e+01 13 19 1 5 8 24 9 23 2 26 22 29 14 16 0 7 12 18 11 25 28 20 21 27 6 10 4 15 17 3
3.0729e+01 26 6 12 13 14 16 27 0 11 7 17 4 10 3 2 21 25 22 8 23 29 28 20 1 15 5 19 9 18 24
3.8490e+01 5 22 13 26 8 3 17 9 12 16 2 6 20 27 29 28 21 18 11 25 1 14 23 15 4 10 0 24 7 19
4.2245e+01 17 27 23 11 19 14 10 7 29 5 1 22 4 0 15 6 2 24 25 16 12 28 20 26 3 9 18 21 8 13
3.6546e+01 4 18 11 16 5 15 9 6 19 27 21 17 1 25 23 20 12 29 2 7 0 8 13 14 22 3 28 24 26 10
3.8493e+01 12 9 26 11 15 3 2 13 24 23 25 0 27 5 8 21 1 22 7 17 6 4 14 29 16 18 20 10 28 19
3.7567e+01 4 6 11 25 8 18 7 17 5 27 26 22 0 21 28 19 16 15 2 23 12 10 20 1 24 3 13 29 14 9
3.4626e+01 11 7 20 8 19 28 4 1 13 29 14 16 24 26 2 3 17 15 23 22 5 27 9 21 25 10 18 12 0 6
3.7519e+01 25 7 27 26 6 2 11 18 21 5 3 8 10 19 23 28 4 22 20 24 16 9 0 14 13 17 12 29 1 15
3.6023e+01 14 21 2 16 28 27 25 12 29 18 1 3 10 11 13 6 23 17 5 8 9 7 0 24 4 22 19 20 26 15
3.9224e+01 3 24 11 8 20 2 14 17 16 22 21 27 29 5 9 6 26 23 13 0 7 1 12 25 18 10 19 28 15 4
3.7662e+01 19 5 20 21 24 10 4 8 18 2 7 3 27 14 22 11 23 12 25 28 15 26 6 17 9 16 29 0 13 1
2.8409e+01 21 25 18 11 6 20 3 10 22 8 5 12 16 23 28 14 27 26 1 17 4 24 19 15 2 29 13 0 7 9
3.3577e+01 9 25 13 22 0 21 11 20 27 10 7 18 16 12 1 4 24 26 6 14 3 28 29 8 2 19 17 23 15 5
3.4084e+01 11 9 18 24 12 20 27 0 7 10 16 13 5 23 17 2 22 1 14 26 6 4 15 19 8 21 3 29 28 25
2.9452e+01 10 24 15 19 1 18 7 0 28 16 13 4 25 9 11 2 6 12 3 26 17 8 29 5 27 20 14 22 21 23
3.4888e+01 12 26 10 20 23 1 3 13 21 15 17 16 2 28 24 19 27 25 7 4 8 5 14 11 6 9 22 29 0 18
3.3347e+01 24 25 3 22 1 29 12 20 16 17 21 26 4 5 28 7 0 13 14 27 11 18 10 23 2 9 8 15 19 6
3.2087e+01 0 11 25 13 21 19 8 3 28 17 27 12 6 15 16 1 5 23 29 2 9 14 26 24 22 4 10 7 20 18
2.5675e+01 19 27 4 23 7 13 1 22 8 15 5 6 25 2 21 12 18 11 17 3 10 9 28 26 24 29 0 14 16 20
3.0451e+01 6 24 10 11 5 26 19 14 1 20 21 13 7 4 27 16 29 17 8 2 9 3 22 15 18 0 23 28 25 12
3.0333e+01 26 8 19 25 11 3 15 5 6 9 16 4 27 10 22 23 13 12 2 29 18 24 17 7 20 1 14 21 0 28
2.6439e+01 3 13 27 4 17 28 20 7 9 11 2 6 25 19 15 26 0 1 21 18 22 23 29 14 16 8 24 5 12 10
2.5560e+01 24 5 15 19 26 27 8 25 17 28 16 23 0 9 6 21 7 13 1 22 29 12 20 4 3 14 18 11 2 10
1.9359e+01 12 2 25 19 15 8 5 6 21 11 16 29 7 22 13 18 26 17 27 4 24 3 28 10 23 1 0 20 14 9
2.0839e+01 19 12 25 21 24 3 26 10 29 1 13 18 7 14 23 0 20 15 11 9 22 28 16 17 5 8 4 27 2 6
2.1528e+01 23 16 28 7 22 3 10 4 5 29 14 17 15 12 27 2 8 19 6 26 24 21 25 9 11 20 18 13 0 1
1.8878e+01 14 1 23 22 29 0 20 16 3 28 15 10 4 27 5 19 24 17 11 12 9 26 2 6 8 25 21 7 18 13
1.7417e+01 6 25 20 7 18 13 0 16 22 29 8 2 27 24 4 26 28 23 14 1 10 3 5 15 17 19 11 21 12 9
1.4461e+01 6 25 21 2 9 13 18 0 14 29 1 20 7 3 10 16 28 23 22 19 15 26 5 27 24 4 17 8 11 12
1.6288e+01 2 21 11 8 27 24 26 9 13 18 0 16 22 29 23 28 3 10 20 7 14 1 19 15 5 17 4 25 6 12
1.2762e+01 3 29 22 16 28 10 1 14 0 20 7 23 18 13 9 11 21 19 6 2 12 25 8 5 17 15 26 27 4 24
1.0915e+01 3 10 28 20 18 22 16 29 23 14 1 0 7 13 9 11 25 6 21 12 2 8 19 15 5 17 24 26 27 4
9.4867e+00 3 10 14 23 0 1 16 28 29 22 7 20 18 13 9 11 25 12 21 2 6 8 5 19 15 17 27 26 24 4
8.8440e+00 19 17 5 15 8 6 2 21 25 12 11 9 13 20 18 7 0 1 16 28 22 14 23 29 3 10 4 27 24 26
9.3412e+00 27 26 17 5 19 15 8 2 25 21 6 12 11 9 18 13 7 20 0 22 23 14 28 29 1 16 3 10 4 24
1.0200e+01 4 10 3 16 23 29 28 22 1 14 20 0 7 18 13 9 12 21 6 11 25 2 8 5 19 15 24 17 27 26
1.0313e+01 26 10 3 16 22 1 14 28 29 23 20 0 7 13 18 9 11 6 2 25 8 12 21 19 15 5 17 27 4 24
8.6543e+00 26 4 10 3 28 29 23 1 22 16 14 7 20 0 13 18 9 11 12 2 21 25 6 8 19 5 15 17 24 27
6.2558e+00 26 4 10 3 16 28 29 22 23 1 14 0 7 20 13 18 9 11 12 21 25 2 6 8 19 15 5 17 27 24
6.7637e+00 24 19 17 15 5 8 6 2 21 25 12 11 9 18 13 20 7 0 1 14 23 22 29 28 16 3 10 26 4 27
6.7101e+00 24 26 4 10 3 16 28 29 22 23 14 1 0 7 20 18 13 9 11 21 12 25 2 6 8 15 5 19 17 27
6.2835e+00 17 15 5 19 8 6 2 21 25 12 11 9 18 13 20 7 0 14 1 23 22 29 28 16 3 10 26 4 27 24
6.5684e+00 17 5 15 19 8 2 6 21 25 12 11 9 18 13 20 7 0 14 1 23 22 29 28 16 3 10 26 4 24 27
6.5813e+00 4 26 10 3 16 28 29 22 23 1 14 0 7 20 13 18 9 11 12 25 21 6 2 8 19 15 5 17 24 27
6.2512e+00 24 17 5 15 19 8 6 2 21 25 12 11 9 18 13 20 7 0 14 1 23 22 29 28 16 3 10 4 26 27
6.3146e+00 27 17 5 15 19 8 6 2 21 25 12 11 9 18 13 20 7 0 14 1 23 29 22 28 16 3 10 4 26 24
6.4716e+00 27 17 5 15 19 8 6 2 21 25 12 11 9 18 13 20 7 0 14 1 23 22 28 29 16 3 10 4 26 24
6.4792e+00 17 15 5 19 8 6 2 25 21 12 11 9 18 13 20 7 0 1 14 23 22 29 28 16 3 10 24 4 26 27
6.3003e+00 27 17 5 15 19 8 6 2 25 21 12 11 9 18 13 20 7 0 1 14 23 22 29 28 16 3 10 26 4 24
6.2459e+00 27 17 15 5 19 8 6 2 21 25 12 11 9 18 13 20 7 0 14 1 23 22 29 28 16 3 10 4 26 24
6.3321e+00 24 27 17 5 15 19 8 6 2 25 21 12 11 9 18 13 20 7 0 14 1 23 29 22 28 16 3 10 4 26
6.2588e+00 27 24 17 15 5 19 8 6 2 21 25 12 11 9 18 13 20 7 0 14 1 23 22 29 28 16 3 10 4 26
6.2706e+00 4 24 27 17 15 5 19 8 6 2 21 25 12 11 9 18 13 20 7 0 14 1 23 22 29 28 16 3 10 26
6.2383e+00 10 3 16 28 29 22 23 1 14 0 7 20 13 18 9 11 12 25 21 2 6 8 19 15 5 17 27 24 26 4
6.2459e+00 10 3 16 28 29 22 23 1 14 0 7 20 13 18 9 11 12 25 21 2 6 8 19 5 15 17 27 24 26 4
