           1           2          10         100
  1.8623e-01  8.5649e-01  8.2900e-01  1.0176e+00
  6.4839e-01  3.0045e-01  1.1268e+00  9.9448e-01
  8.9933e-02  1.4505e+00  1.0288e+00  1.0214e+00
  4.6441e-01  1.3083e+00  9.2762e-01  1.1082e+00
  2.1364e-02  9.8422e-01  8.0241e-01  9.2800e-01
  3.2744e-01  1.5324e+00  1.2329e+00  1.0434e+00
  8.7510e-01  1.8744e+00  7.9578e-01  1.0195e+00
  2.6547e-01  3.0281e-01  1.4095e+00  1.0344e+00
  1.4108e+00  1.4386e+00  1.0499e+00  1.0278e+00
  2.9826e-01  1.5616e+00  7.1685e-01  9.2301e-01
  8.7928e-01  2.8959e+00  1.7947e+00  1.0598e+00
  8.7689e-02  1.8179e-01  1.9003e+00  1.0065e+00
  1.4026e+00  3.7369e-01  1.0666e+00  1.1055e+00
  1.1584e+00  1.6265e+00  8.3344e-01  9.5249e-01
  2.4061e-01  7.5909e-01  1.0293e+00  1.2183e+00
  1.2892e-01  9.3359e-01  7.1428e-01  9.3477e-01
  1.8326e+00  3.2928e-01  9.6210e-01  1.0903e+00
  1.4514e+00  8.4141e-01  8.2690e-01  1.1242e+00
  5.2233e+00  1.7029e+00  8.6995e-01  1.0215e+00
  1.6782e+00  1.1095e-01  5.1976e-01  9.0298e-01
  5.4963e-02  1.2834e+00  9.6198e-01  1.0223e+00
  4.2319e+00  8.5578e-02  8.2715e-01  1.0508e+00
  2.8950e-01  9.0642e-01  1.1770e+00  9.6851e-01
  6.5687e-01  8.5982e-01  1.2502e+00  9.5559e-01
  1.8020e-02  5.6823e-01  8.4328e-01  1.0762e+00
  2.9979e-01  1.3165e-01  1.0923e+00  9.5547e-01
  1.4606e-01  2.0233e+00  9.5671e-01  8.8798e-01
  1.3814e+00  1.0072e+00  1.3967e+00  8.4536e-01
  1.7328e-01  1.7461e+00  5.6340e-01  8.4193e-01
  5.1068e-01  2.2002e+00  1.0095e+00  1.0095e+00
  4.2042e-01  5.3462e-01  1.0924e+00  9.3884e-01
  1.8693e+00  3.2929e-01  1.0834e+00  1.0127e+00
  1.9221e+00  3.5951e-01  1.1866e+00  9.9565e-01
  3.2843e-01  3.7826e-01  9.6988e-01  1.1876e+00
  2.5931e+00  7.7077e-01  1.2150e+00  9.7448e-01
  1.5229e+00  7.9206e-01  6.2568e-01  1.1322e+00
  1.9744e+00  1.0314e+00  9.2130e-01  9.5349e-01
  3.0169e-01  9.2670e-01  1.0997e+00  1.0240e+00
  9.2238e-02  8.0611e-01  8.6607e-01  9.9292e-01
  1.2194e+00  7.2385e-01  8.1446e-01  9.4525e-01
  1.4273e+00  1.0459e+00  7.5376e-01  1.1043e+00
  2.3969e-01  1.1675e-01  5.8464e-01  1.0178e+00
  4.8680e+00  4.2447e-01  9.6950e-01  9.4650e-01
  9.0921e-02  1.4810e-01  1.0557e+00  9.5518e-01
  1.1529e-01  6.4237e-01  7.5641e-01  1.0252e+00
  5.8257e-01  4.2067e-01  1.2733e+00  1.0436e+00
  5.0408e-02  3.8522e+00  6.5967e-01  1.1095e+00
  2.3266e+00  1.2159e+00  7.0468e-01  7.7695e-01
  1.0388e+00  2.6917e-01  1.7281e+00  1.0920e+00
  6.1966e-02  3.9513e-01  1.1204e+00  9.2572e-01
  4.7517e-01  1.3978e+00  1.6798e+00  9.6995e-01
  1.7371e+00  1.1098e+00  1.3733e+00  1.0023e+00
  2.2235e+00  5.6603e-01  1.1045e+00  9.9758e-01
  9.1232e-01  1.7158e+00  7.9899e-01  9.5723e-01
  5.9670e-01  1.7093e+00  1.3797e+00  9.9935e-01
  4.4473e-01  1.6408e+00  8.5315e-01  9.9257e-01
  3.3108e-01  6.9967e-01  8.3786e-01  1.1014e+00
  1.1983e+00  8.1812e-01  1.1818e+00  9.2968e-01
  1.0397e+00  2.9880e-01  7.3315e-01  8.9734e-01
  3.5149e-01  1.6627e+00  6.2605e-01  9.4002e-01
  9.9700e-01  8.7633e-01  1.1407e+00  8.2393e-01
  5.2430e-01  6.7994e-01  7.9523e-01  1.0819e+00
  2.0194e+00  2.5245e-01  5.2386e-01  9.3064e-01
  3.4879e+00  1.2311e-01  9.7796e-01  1.0519e+00
  1.9512e+00  7.1656e-01  9.4760e-01  9.0004e-01
  9.6271e-01  1.0706e+00  7.4533e-01  1.0385e+00
  3.4110e-01  5.4486e-01  1.0775e+00  1.0520e+00
  1.0873e+00  5.6174e-01  6.6223e-01  1.1182e+00
  8.6098e-03  3.0158e-01  7.8027e-01  1.0475e+00
  2.3413e-01  1.7944e+00  9.0372e-01  9.2527e-01
  2.3062e-01  9.3698e-01  9.2965e-01  1.0667e+00
  7.3461e-01  3.4024e-01  1.2776e+00  1.1094e+00
  8.4101e-01  5.8109e-01  1.1314e+00  1.0458e+00
  3.4610e-01  5.8673e-01  8.6416e-01  8.5984e-01
  1.8658e-01  1.5022e+00  9.9097e-01  9.0593e-01
  1.6952e-02  1.1258e+00  8.2299e-01  1.0086e+00
  1.0864e+00  5.3887e-01  1.3750e+00  9.9376e-01
  6.5423e-02  3.7189e-01  1.1655e+00  9.6760e-01
  6.4755e-01  1.1552e+00  5.6928e-01  9.2086e-01
  4.9492e-01  1.4155e+00  8.4154e-01  9.6953e-01
  2.2693e-01  6.6287e-01  3.9568e-01  1.0446e+00
  2.7277e+00  3.9107e-01  1.3285e+00  1.0138e+00
  2.5918e+00  6.7578e-01  9.9468e-01  8.8118e-01
  3.4077e-01  2.1813e-01  1.5626e+00  9.6806e-01
  6.7849e-01  1.2237e+00  6.8402e-01  1.0912e+00
  4.1490e-01  1.5853e+00  8.0451e-01  9.8951e-01
  7.2863e-01  5.4927e-01  5.8661e-01  1.0081e+00
  1.1003e+00  8.1412e-01  9.5998e-01  1.0396e+00
  1.1938e+00  6.5002e-01  6.7297e-01  1.0579e+00
  5.7051e-01  1.6479e+00  1.6793e+00  1.1995e+00
  1.2580e+00  1.1803e+00  5.2063e-01  1.0398e+00
  1.5270e-02  2.2813e-01  1.4693e+00  9.2957e-01
  5.8973e-01  1.8826e+00  1.0625e+00  9.3730e-01
  5.2380e-01  1.9500e+00  1.1147e+00  1.0156e+00
  1.0803e+00  1.1175e+00  1.2599e+00  1.0288e+00
  1.2239e-01  9.4396e-01  9.8322e-01  1.0370e+00
  4.9237e-01  6.7572e-01  1.1722e+00  9.5558e-01
  1.3629e+00  2.6406e-01  5.9160e-01  1.1381e+00
  7.9231e-01  1.4009e+00  8.5487e-01  1.1728e+00
  7.6494e-01  7.5553e-01  8.7562e-01  8.3178e-01
  8.9431e-01  3.7191e-01  7.8362e-01  1.0474e+00
  6.0293e+00  1.8225e+00  1.5026e+00  1.1744e+00
  8.3736e-01  8.2958e-01  1.0471e+00  1.0620e+00
  1.8581e-01  3.6225e-01  1.0010e+00  1.0342e+00
  3.7054e-01  7.1909e-01  7.3010e-01  8.6412e-01
  2.1430e+00  5.8999e-01  1.3113e+00  9.2236e-01
  6.0912e-01  1.9712e+00  1.0824e+00  9.4457e-01
  1.0082e+00  4.9294e-01  1.0017e+00  8.2690e-01
  5.1482e-02  7.1747e-01  1.0048e+00  9.0124e-01
  1.5018e-01  4.6119e-01  6.7448e-01  9.4219e-01
  3.3749e+00  1.0128e+00  7.3156e-01  8.9870e-01
  1.6632e+00  1.4694e+00  8.6907e-01  1.1321e+00
  2.8985e-01  6.0972e-01  9.8605e-01  1.0900e+00
  1.0665e-01  1.0978e+00  1.8356e+00  1.0816e+00
  3.7174e-01  1.4211e+00  3.6599e-01  9.4354e-01
  7.1688e-02  1.0836e+00  1.3465e+00  9.7084e-01
  2.3098e+00  4.2440e-02  1.0358e+00  9.3318e-01
  5.6307e-01  1.7574e-01  8.7081e-01  8.0973e-01
  1.9650e+00  6.4528e-01  6.7813e-01  1.0590e+00
  1.5328e+00  3.0567e+00  8.9977e-01  9.1489e-01
  8.6355e-01  8.2964e-01  1.0033e+00  1.0290e+00
  7.1398e-01  1.9090e+00  1.1781e+00  1.0329e+00
  1.1760e+00  1.5756e+00  1.4570e+00  9.9753e-01
  1.1730e+00  8.6141e-01  8.8908e-01  9.3759e-01
  8.3403e-01  7.4896e-01  9.5232e-01  1.1303e+00
  9.8153e-01  1.7032e+00  7.6997e-01  1.0015e+00
  2.4550e+00  5.9102e-01  1.0433e+00  1.1094e+00
  2.1380e-01  7.2872e-01  6.9727e-01  1.1826e+00
  1.4808e+00  2.7683e-01  1.0357e+00  1.0063e+00
  1.2717e+00  2.6190e+00  7.5219e-01  8.8701e-01
  4.8260e-01  4.2768e-01  1.2403e+00  9.9686e-01
  2.6863e-01  1.8182e+00  7.7329e-01  8.3124e-01
  4.7018e-01  2.0616e+00  1.1382e+00  1.1136e+00
  2.7494e-01  1.0101e+00  1.4512e+00  9.5871e-01
  2.0267e-01  2.3996e-01  1.3441e+00  1.0725e+00
  3.3074e+00  6.0098e-01  8.9430e-01  9.0468e-01
  8.3005e-01  1.4323e+00  1.0604e+00  8.3803e-01
  1.1594e+00  1.1977e+00  1.1674e+00  1.1727e+00
  4.2812e-01  3.7817e-01  1.9293e+00  7.4216e-01
  4.0264e+00  8.3725e-01  1.0192e+00  8.6185e-01
  5.7605e+00  5.8460e-01  5.4753e-01  1.0792e+00
  6.0158e+00  8.5547e-01  7.7023e-01  9.6337e-01
  1.2226e-01  5.2693e-01  4.7072e-01  1.1113e+00
  1.4860e-01  1.1033e+00  9.0831e-01  1.0441e+00
  1.4773e-01  1.1293e-01  1.0114e+00  9.2009e-01
  7.9404e-02  8.0467e-01  6.8282e-01  1.2299e+00
  1.4136e+00  3.7252e-01  6.4527e-01  9.0070e-01
  1.0968e+00  1.4571e+00  8.1954e-01  1.0106e+00
  2.8188e-01  1.5811e-01  8.9263e-01  8.1403e-01
  6.8040e-01  1.6417e+00  1.0215e+00  1.1633e+00
  1.8117e+00  6.0387e-01  6.4683e-01  1.0107e+00
  3.3200e-01  4.4762e-01  7.0881e-01  8.6519e-01
  4.9685e-01  1.1320e+00  1.1568e+00  9.4915e-01
  3.7581e+00  5.8405e-01  1.5284e+00  1.0974e+00
  9.1099e-01  5.0309e-01  7.2694e-01  9.6156e-01
  1.2475e-01  6.1999e-01  8.6880e-01  8.9075e-01
  5.2074e-01  5.5277e-01  1.0447e+00  9.8542e-01
  6.8302e-01  5.3362e-01  9.2711e-01  1.0882e+00
  1.4301e-01  4.9645e-01  9.9404e-01  1.1021e+00
  9.8826e-01  1.1393e+00  7.8854e-01  1.0384e+00
  7.0196e-01  2.7544e-01  1.2608e+00  1.0363e+00
  1.4793e+00  3.3829e-01  8.0729e-01  1.0088e+00
  1.3128e+00  1.1105e+00  6.2760e-01  1.0018e+00
  1.0746e-01  8.6405e-01  1.0868e+00  1.0656e+00
  1.0337e+00  1.0175e+00  9.5020e-01  1.0106e+00
  1.1913e+00  7.8016e-01  8.9727e-01  8.6090e-01
  2.5314e-01  1.4139e+00  8.7296e-01  9.8151e-01
  1.5483e+00  9.2967e-01  1.2644e+00  1.1541e+00
  1.6544e-01  9.6430e-01  9.9148e-01  1.0989e+00
  5.3165e-01  2.4368e-01  6.8024e-01  1.3180e+00
  1.7191e+00  1.0877e-01  1.1343e+00  9.2420e-01
  1.6743e+00  1.0729e+00  7.8361e-01  8.8205e-01
  4.1404e-01  6.0456e-01  1.5286e+00  1.0477e+00
  1.0886e+00  1.8372e-01  1.1166e+00  1.0039e+00
  6.1856e-01  8.3919e-01  1.0464e+00  1.0977e+00
  7.9173e-02  5.8971e-01  1.1794e+00  1.2316e+00
  1.0351e+00  6.1873e-01  1.3696e+00  9.5275e-01
  1.5434e-01  3.4491e+00  9.4384e-01  1.0310e+00
  7.7402e-01  5.4054e-01  9.0227e-01  1.0433e+00
  4.2853e-01  1.1596e+00  8.9301e-01  9.6878e-01
  2.4609e-01  2.1972e+00  1.1591e+00  1.1822e+00
  5.1976e-04  7.5650e-01  9.3972e-01  1.0207e+00
  5.4144e-01  5.6928e-01  1.3803e+00  8.9806e-01
  8.4513e-01  3.0118e-01  1.2516e+00  1.1022e+00
  2.9669e+00  1.1995e-01  1.0388e+00  1.1239e+00
  6.8007e-02  1.5930e+00  1.4213e+00  9.4690e-01
  1.0305e+00  3.6658e-01  7.7160e-01  9.1756e-01
  4.4470e-01  3.4584e-01  1.0354e+00  1.0983e+00
  7.8744e-02  1.6155e+00  4.8087e-01  1.2139e+00
  7.6663e-01  4.5989e-01  8.9483e-01  9.8987e-01
  5.9735e-01  7.0124e-01  6.7787e-01  7.8530e-01
  1.0951e-01  1.3930e+00  1.3343e+00  1.1746e+00
  1.2665e-01  8.1358e-01  1.6861e+00  1.1351e+00
  9.4512e-01  3.6188e-01  4.7749e-01  1.0007e+00
  1.0556e-01  7.9875e-01  9.0565e-01  1.0838e+00
  1.5877e+00  1.0192e+00  6.2035e-01  1.1051e+00
  7.4201e-01  1.3238e+00  1.1274e+00  9.9446e-01
  7.1594e-01  3.9581e-01  9.2731e-01  9.0929e-01
  1.5948e+00  1.5247e+00  1.0432e+00  1.0623e+00
  4.7501e-01  1.5905e+00  5.9185e-01  9.8542e-01
  4.7990e+00  1.4772e+00  8.2392e-01  9.2770e-01
  1.9433e-01  9.9867e-01  8.4367e-01  9.6789e-01
  3.1842e-01  1.1332e+00  9.0866e-01  9.2510e-01
  5.6068e-01  8.5656e-01  8.0167e-01  8.2407e-01
  1.3512e+00  1.4332e+00  1.2154e+00  9.9165e-01
  5.1880e-01  1.0770e+00  1.1854e+00  9.2430e-01
  7.8943e-01  4.5658e-01  1.0913e+00  8.8499e-01
  3.6502e-01  1.2451e+00  1.2625e+00  9.5097e-01
  1.6611e-01  4.6948e-01  8.2186e-01  1.0141e+00
  1.4812e+00  2.5447e-01  6.6539e-01  9.3346e-01
  4.6551e-01  4.6741e+00  8.8463e-01  1.0207e+00
  5.6442e-01  1.0826e+00  8.5280e-01  1.1730e+00
  6.7718e-01  1.4216e+00  1.5915e+00  9.6751e-01
  5.8947e-02  1.3222e+00  1.3557e+00  1.1566e+00
  4.2660e-01  1.7899e+00  1.1746e+00  7.9726e-01
  8.0695e-01  1.1004e+00  7.9628e-01  1.1533e+00
  1.9124e-01  4.5957e-01  1.4457e+00  1.0171e+00
