-9.975 0 0
-9.925 0 0
-9.875 0 0
-9.825 0 0
-9.775 0 0
-9.725 0 0
-9.675 0 0
-9.625 0 0
-9.575 0 0
-9.525 0 0
-9.475 0 0
-9.425 0 0
-9.375 0 0
-9.325 0 0
-9.275 0 0
-9.225 0 0
-9.175 0 0
-9.125 0 0
-9.075 0 0
-9.025 0 0
-8.975 0 0
-8.925 0 0
-8.875 0 0
-8.825 0 0
-8.775 0 0
-8.725 0 0
-8.675 0 0
-8.625 0 0
-8.575 0 0
-8.525 0 0
-8.475 0 0
-8.425 0 0
-8.375 0 0
-8.325 0 0
-8.275 0 0
-8.225 0 0
-8.175 0 0
-8.125 0 0
-8.075 0 0
-8.025 0 0
-7.975 0 0
-7.925 0 0
-7.875 0 0
-7.825 0 0
-7.775 0 0
-7.725 0 0
-7.675 0 0
-7.625 0 0
-7.575 0 0
-7.525 0 0
-7.475 0 0
-7.425 0 0
-7.375 0 0
-7.325 0 0
-7.275 0 0
-7.225 0 0
-7.175 0 0
-7.125 0 0
-7.075 0 0
-7.025 0 0
-6.975 0 0
-6.925 0 0
-6.875 0 0
-6.825 0 0
-6.775 0 0
-6.725 0 0
-6.675 0 0
-6.625 0 0
-6.575 0 0
-6.525 0 0
-6.475 0 0
-6.425 0 0
-6.375 0 0
-6.325 0 0
-6.275 0 0
-6.225 0 0
-6.175 0 0
-6.125 0 0
-6.075 0 0
-6.025 0 0
-5.975 0 0
-5.925 0 0
-5.875 0 0
-5.825 0 0
-5.775 0 0
-5.725 0 0
-5.675 0 0
-5.625 0 0
-5.575 0 0
-5.525 0 0
-5.475 0 0
-5.425 0 0
-5.375 0 0
-5.325 0 0
-5.275 0 0
-5.225 0 0
-5.175 0 0
-5.125 0 0
-5.075 0 0
-5.025 0 0
-4.975 0 0
-4.925 0 0
-4.875 0 0
-4.825 0 0
-4.775 0 0
-4.725 0 0
-4.675 0 0
-4.625 0 0
-4.575 0 0
-4.525 0 0
-4.475 0 0
-4.425 0 0
-4.375 0 0
-4.325 0 0
-4.275 0 0
-4.225 0 0
-4.175 0 0
-4.125 0 0
-4.075 0 0
-4.025 0 0
-3.975 0 0
-3.925 0 0
-3.875 0 0
-3.825 0 0
-3.775 0 0
-3.725 0 0
-3.675 0 0
-3.625 0 0
-3.575 0 0
-3.525 0 0
-3.475 0 0
-3.425 0 0
-3.375 0 0
-3.325 0 0
-3.275 0 0
-3.225 0 0
-3.175 0 0
-3.125 0 0
-3.075 0 0
-3.025 0 0
-2.975 0 0
-2.925 0 0
-2.875 0 0
-2.825 0 0
-2.775 0 0
-2.725 0 0
-2.675 8.62069e-06 8.40241e-06
-2.625 3.44828e-05 1.96582e-05
-2.575 6.89655e-05 2.248e-05
-2.525 0.000112069 4.09369e-05
-2.475 0.000267241 5.77972e-05
-2.425 0.000431034 7.05634e-05
-2.375 0.00101724 0.000153196
-2.325 0.00168103 9.74367e-05
-2.275 0.00256897 0.000210775
-2.225 0.00382759 0.000327041
-2.175 0.00548276 0.000339309
-2.125 0.00868103 0.000477072
-2.075 0.0131121 0.000559412
-2.025 0.0185776 0.00058973
-1.975 0.0258017 0.00085456
-1.925 0.0361983 0.000860471
-1.875 0.0485948 0.00134423
-1.825 0.0626207 0.00115309
-1.775 0.0799741 0.00146243
-1.725 0.100293 0.00202893
-1.675 0.125397 0.00255269
-1.625 0.149698 0.00306824
-1.575 0.175836 0.00304385
-1.525 0.200207 0.00355788
-1.475 0.230474 0.00396368
-1.425 0.260009 0.00412266
-1.375 0.284957 0.00447486
-1.325 0.307138 0.00455521
-1.275 0.324241 0.00359807
-1.225 0.345983 0.00514172
-1.175 0.359431 0.00433092
-1.125 0.36725 0.00482613
-1.075 0.377672 0.00530094
-1.025 0.378698 0.0050006
-0.975 0.376828 0.00545473
-0.925 0.370716 0.00425066
-0.875 0.365198 0.00486174
-0.825 0.352483 0.00397808
-0.775 0.344948 0.00394583
-0.725 0.332629 0.00352408
-0.675 0.322543 0.00366092
-0.625 0.307681 0.00347788
-0.575 0.297207 0.00312294
-0.525 0.287914 0.00340488
-0.475 0.279793 0.00283927
-0.425 0.267457 0.00295804
-0.375 0.259879 0.0027472
-0.325 0.249224 0.00286398
-0.275 0.242828 0.00235335
-0.225 0.238974 0.00231682
-0.175 0.231293 0.00171945
-0.125 0.229552 0.0028561
-0.075 0.221397 0.00238922
-0.025 0.221922 0.00219553
0.025 0.22281 0.00235473
0.075 0.223828 0.00298768
0.125 0.225888 0.00298012
0.175 0.231853 0.00313693
0.225 0.234138 0.00332555
0.275 0.242121 0.00308941
0.325 0.246224 0.00367047
0.375 0.254534 0.00312502
0.425 0.266474 0.0032829
0.475 0.27394 0.00344086
0.525 0.28569 0.00330689
0.575 0.297767 0.00299399
0.625 0.306284 0.00286763
0.675 0.31919 0.00313087
0.725 0.327759 0.00326693
0.775 0.339724 0.00360859
0.825 0.348957 0.00366284
0.875 0.354672 0.003749
0.925 0.360776 0.00441543
0.975 0.366422 0.00465822
1.025 0.362871 0.00473723
1.075 0.363664 0.00610033
1.125 0.354052 0.00540156
1.175 0.346069 0.00503242
1.225 0.335759 0.00593458
1.275 0.316759 0.0057036
1.325 0.298043 0.00542644
1.375 0.277095 0.0048502
1.425 0.249164 0.00426483
1.475 0.222259 0.00396688
1.525 0.199509 0.00340962
1.575 0.171147 0.00306655
1.625 0.147957 0.00276415
1.675 0.122466 0.00230665
1.725 0.100224 0.00189106
1.775 0.0804224 0.00173884
1.825 0.0624741 0.00169542
1.875 0.0482414 0.00151364
1.925 0.0358621 0.00134284
1.975 0.02575 0.000908596
2.025 0.0186207 0.000908655
2.075 0.0132414 0.000664252
2.125 0.00828448 0.000443186
2.175 0.00564655 0.000399888
2.225 0.00356034 0.000329909
2.275 0.00206034 0.000236865
2.325 0.00125 0.000140003
2.375 0.000672414 7.30473e-05
2.425 0.000387931 5.00817e-05
2.475 0.000198276 5.35247e-05
2.525 0.000163793 3.54917e-05
2.575 0.000112069 4.09369e-05
2.625 4.31034e-05 2.06717e-05
2.675 4.31034e-05 1.66939e-05
2.725 3.44828e-05 1.54212e-05
2.775 8.62069e-06 8.40241e-06
2.825 0 0
2.875 8.62069e-06 8.40241e-06
2.925 8.62069e-06 8.40241e-06
2.975 8.62069e-06 8.40241e-06
3.025 0 0
3.075 0 0
3.125 0 0
3.175 0 0
3.225 0 0
3.275 0 0
3.325 0 0
3.375 0 0
3.425 0 0
3.475 0 0
3.525 0 0
3.575 0 0
3.625 0 0
3.675 0 0
3.725 0 0
3.775 0 0
3.825 0 0
3.875 0 0
3.925 0 0
3.975 0 0
4.025 0 0
4.075 0 0
4.125 0 0
4.175 0 0
4.225 0 0
4.275 0 0
4.325 0 0
4.375 0 0
4.425 0 0
4.475 0 0
4.525 0 0
4.575 0 0
4.625 0 0
4.675 0 0
4.725 0 0
4.775 0 0
4.825 0 0
4.875 0 0
4.925 0 0
4.975 0 0
5.025 0 0
5.075 0 0
5.125 0 0
5.175 0 0
5.225 0 0
5.275 0 0
5.325 0 0
5.375 0 0
5.425 0 0
5.475 0 0
5.525 0 0
5.575 0 0
5.625 0 0
5.675 0 0
5.725 0 0
5.775 0 0
5.825 0 0
5.875 0 0
5.925 0 0
5.975 0 0
6.025 0 0
6.075 0 0
6.125 0 0
6.175 0 0
6.225 0 0
6.275 0 0
6.325 0 0
6.375 0 0
6.425 0 0
6.475 0 0
6.525 0 0
6.575 0 0
6.625 0 0
6.675 0 0
6.725 0 0
6.775 0 0
6.825 0 0
6.875 0 0
6.925 0 0
6.975 0 0
7.025 0 0
7.075 0 0
7.125 0 0
7.175 0 0
7.225 0 0
7.275 0 0
7.325 0 0
7.375 0 0
7.425 0 0
7.475 0 0
7.525 0 0
7.575 0 0
7.625 0 0
7.675 0 0
7.725 0 0
7.775 0 0
7.825 0 0
7.875 0 0
7.925 0 0
7.975 0 0
8.025 0 0
8.075 0 0
8.125 0 0
8.175 0 0
8.225 0 0
8.275 0 0
8.325 0 0
8.375 0 0
8.425 0 0
8.475 0 0
8.525 0 0
8.575 0 0
8.625 0 0
8.675 0 0
8.725 0 0
8.775 0 0
8.825 0 0
8.875 0 0
8.925 0 0
8.975 0 0
9.025 0 0
9.075 0 0
9.125 0 0
9.175 0 0
9.225 0 0
9.275 0 0
9.325 0 0
9.375 0 0
9.425 0 0
9.475 0 0
9.525 0 0
9.575 0 0
9.625 0 0
9.675 0 0
9.725 0 0
9.775 0 0
9.825 0 0
9.875 0 0
9.925 0 0
9.975 0 0
