5.42841 0
5.42256 0.00584933
5.44739 0.0250659
5.4427 0.0183359
5.4489 0.0154965
5.44114 0.0148432
5.45415 0.0180753
5.44913 0.0164374
5.4506 0.0145705
5.46093 0.016632
5.45546 0.0160092
5.45027 0.0155085
5.46365 0.0195552
5.45454 0.0202655
5.45802 0.0191843
5.45123 0.0191856
5.45185 0.0180321
5.45556 0.0174023
5.46579 0.0193823
5.45951 0.0194307
5.45768 0.0185733
5.46481 0.0190916
5.46304 0.0183284
5.45805 0.0182441
5.44949 0.019478
5.44819 0.0187591
5.44995 0.0181365
5.45144 0.0175402
5.45188 0.0169303
5.45418 0.0165161
5.45945 0.0168233
5.46393 0.0168936
5.46745 0.0167469
5.46512 0.0164133
5.46728 0.0160842
5.46375 0.0160251
5.46246 0.0156392
5.46226 0.0152234
5.4617 0.0148386
5.46184 0.0144636
5.46013 0.01421
5.46061 0.0138759
5.46107 0.0135573
5.46218 0.0132919
5.45938 0.0132928
5.45834 0.0130421
5.45887 0.0127726
5.46182 0.0128462
5.46042 0.0126584
5.46187 0.0124874
5.46268 0.0122669
5.46495 0.0122411
5.46519 0.0120103
5.46538 0.0117873
5.46488 0.0115819
5.46675 0.0115256
5.46483 0.0114825
5.46586 0.0113298
5.46496 0.0111724
5.4681 0.0114238
5.46749 0.0112513
5.46714 0.0110738
5.46743 0.0109003
5.46954 0.0109347
5.46935 0.0107668
5.46861 0.0106287
5.46858 0.0104688
5.46718 0.0104092
5.46538 0.0104127
5.46435 0.0103149
5.46567 0.0102546
5.4663 0.0101306
5.46472 0.0101156
5.46416 0.00999355
5.46322 0.00990429
5.46403 0.00980719
5.46401 0.00967903
5.46327 0.00958237
5.46414 0.00949979
5.46524 0.00944494
5.46429 0.00937584
5.4658 0.00938321
5.46488 0.00931491
5.46383 0.00926355
5.46437 0.00917012
5.46344 0.00911067
5.46298 0.00901707
5.46362 0.00893693
5.46164 0.00905503
5.45972 0.00915785
5.46033 0.00907742
5.46158 0.00906454
5.46184 0.00897016
5.46259 0.00890595
5.46202 0.00882982
5.46241 0.00874588
5.46383 0.00877088
5.46275 0.00874702
5.46184 0.00870616
5.46124 0.00863933

