5.54663 0
5.49142 0.0552103
5.47778 0.0346716
5.46923 0.0259653
5.47459 0.0208141
5.46959 0.0177152
5.45484 0.0210169
5.43356 0.0280021
5.44227 0.0261856
5.44982 0.0246084
5.44945 0.0222622
5.44547 0.020708
5.45003 0.0195864
5.45731 0.019542
5.44324 0.0230012
5.45234 0.0233602
5.45453 0.022052
5.44862 0.0216139
5.46001 0.0234056
5.46884 0.0238944
5.47306 0.0231166
5.47323 0.0220414
5.47321 0.0210613
5.47268 0.0201718
5.4642 0.0211259
5.46636 0.0204119
5.46709 0.0196549
5.46532 0.0190224
5.46332 0.0184628
5.45962 0.0182178
5.45494 0.0182312
5.45335 0.0177235
5.45529 0.0172876
5.45354 0.016863
5.45139 0.016515
5.45801 0.0173627
5.45863 0.0168981
5.45866 0.0164475
5.46066 0.0161442
5.46805 0.0173849
5.46901 0.0169828
5.46631 0.0167923
5.4642 0.016533
5.46287 0.0162068
5.46021 0.0160645
5.46308 0.0159703
5.46186 0.0156741
5.46021 0.0154327
5.45885 0.0151753
5.45842 0.0148751
5.45762 0.014602
5.45707 0.0143292
5.45714 0.0140564
5.45562 0.0138764
5.45732 0.0137268
5.45743 0.01348
5.45748 0.0132414
5.45792 0.0130185
5.45493 0.0131414
5.45425 0.0129379
5.45243 0.0128543
5.4503 0.0128227
5.44941 0.012649
5.44916 0.0124523
5.45043 0.0123244
5.45155 0.012188
5.45075 0.0120314
5.45114 0.0118596
5.44947 0.011805
5.44834 0.01169
5.44951 0.0115835
5.4475 0.0115966
5.44456 0.0118091
5.4459 0.0117247
5.44647 0.0115816
5.4459 0.0114424
5.44412 0.0114329
5.44408 0.0112854
5.44491 0.0111724
5.44618 0.0111043
5.4471 0.0110054
5.4455 0.0109877
5.44556 0.0108547
5.44729 0.0108638
5.44829 0.0107811
5.44771 0.0106704
5.44773 0.010547
5.44836 0.0104456
5.44866 0.0103319
5.44726 0.0103124
5.44509 0.0104264
5.4454 0.0103171
5.44736 0.0103933
5.44675 0.0103006
5.44899 0.0104349
5.44884 0.0103267
5.44911 0.0102231
5.44858 0.0101322
5.44956 0.0100776
5.45104 0.0100862

