     -7.5470e-01     -6.6016e-01
      4.5930e-01     -3.3767e-01
     -4.5771e-02      1.4367e-01
      4.1006e-01     -8.2799e-01
      3.1204e-01      8.1097e-01
     -2.5701e-01      6.7313e-01
      5.5210e-01     -9.5772e-01
     -6.6335e-01      1.4488e-01
     -4.4153e-01      9.1716e-02
     -9.6540e-01      1.6636e-01
     -8.7071e-01      5.0931e-01
     -5.3369e-01     -6.1341e-01
     -1.3547e-02      5.1209e-01
     -4.1724e-02     -1.1481e-02
     -4.8421e-01     -5.2146e-01
     -5.6407e-02      1.6983e-01
      2.3362e-01      1.6094e-01
     -8.3209e-01     -6.8148e-01
      8.6373e-01      5.0810e-01
      3.7156e-03     -9.5143e-01
      3.7201e-01     -2.6130e-01
      3.0391e-01     -5.7230e-01
      3.5676e-01     -8.0357e-01
     -7.5808e-01      3.6027e-01
      1.5454e-01      6.8001e-01
     -8.9448e-01     -9.2985e-02
      5.3153e-01      9.4053e-01
     -5.4778e-01      9.8922e-01
      8.3771e-01      8.7975e-01
      6.2657e-01     -9.6412e-01
     -7.3239e-01     -8.9304e-01
