3.7118e+01 5 19 12 6 24 25 11 1 23 26 29 20 10 18 3 15 2 4 14 21 7 8 9 22 16 17 27 0 28 13
3.3505e+01 6 1 15 4 2 20 27 19 17 29 28 11 10 14 7 22 18 3 9 5 26 0 12 23 8 25 24 13 21 16
3.6022e+01 4 16 14 5 24 0 23 22 2 17 9 3 21 10 28 13 20 27 29 7 11 1 15 25 26 12 8 6 18 19
2.9644e+01 28 11 20 16 6 21 29 19 22 2 7 3 26 1 18 8 25 13 0 24 12 5 17 10 9 27 14 4 15 23
3.0397e+01 3 15 0 14 13 27 8 22 25 10 6 17 5 12 28 29 20 23 7 9 2 11 16 4 1 18 26 21 19 24
3.1229e+01 8 21 26 18 7 17 9 4 20 24 11 3 10 14 0 13 19 22 2 29 16 1 27 15 23 25 6 28 5 12
3.4852e+01 17 4 23 26 7 25 6 27 11 22 5 3 18 1 15 8 28 29 0 16 12 13 21 9 19 20 24 10 2 14
3.2643e+01 28 8 19 5 0 21 11 3 29 12 6 14 23 2 25 22 9 17 16 18 26 13 24 1 7 4 10 27 20 15
3.2166e+01 6 22 25 8 10 20 4 18 14 1 9 23 21 13 2 19 15 28 29 26 17 7 0 27 12 3 11 16 5 24
2.9207e+01 5 2 24 0 23 1 3 12 20 15 18 26 4 29 21 10 17 22 27 28 6 7 9 25 16 13 8 11 19 14
3.3130e+01 17 5 7 0 25 13 14 3 18 26 28 9 1 27 19 11 21 24 2 29 23 15 12 6 20 10 22 16 8 4
3.2571e+01 14 4 11 22 18 3 13 28 5 10 26 27 19 8 7 29 12 25 24 20 16 9 15 23 6 1 21 0 17 2
3.3265e+01 24 20 17 14 5 9 22 27 25 3 7 1 13 15 10 11 4 26 21 0 29 12 23 16 19 8 28 18 6 2
3.0556e+01 20 17 9 27 4 3 0 5 13 10 23 6 18 1 19 26 16 22 28 2 7 14 11 21 25 15 24 8 12 29
2.8995e+01 25 22 20 11 12 5 7 10 15 3 6 29 14 24 2 9 0 21 27 13 17 23 8 26 19 16 28 4 1 18
3.3689e+01 4 28 21 1 11 24 2 18 22 14 16 27 7 20 12 17 3 9 0 26 10 25 19 8 5 29 23 6 13 15
3.1663e+01 1 24 7 9 29 17 18 13 23 20 22 15 21 19 6 28 16 3 12 11 4 2 14 25 5 27 26 10 0 8
3.5141e+01 12 22 2 3 26 9 24 6 21 13 4 1 27 5 10 20 23 11 16 25 28 19 7 15 17 0 29 14 18 8
2.8598e+01 29 1 22 19 21 18 28 7 4 16 13 25 0 2 17 27 26 3 24 12 14 15 10 11 8 23 9 20 6 5
3.5411e+01 4 16 19 21 27 5 17 1 28 6 12 7 15 18 24 0 20 23 22 10 14 11 2 9 3 25 26 8 29 13
2.8726e+01 27 25 8 17 13 12 7 19 22 21 2 26 28 14 20 5 10 4 18 3 29 0 6 9 16 1 23 24 15 11
3.0282e+01 14 6 24 28 11 5 7 16 1 26 3 22 25 9 0 27 4 17 10 18 29 8 2 19 21 20 15 13 12 23
2.9652e+01 2 28 26 12 23 13 0 20 15 1 27 3 11 22 19 29 21 25 4 14 10 24 6 16 5 18 17 7 9 8
2.7923e+01 1 5 26 28 4 27 10 8 20 3 6 7 21 24 11 2 13 25 0 19 29 18 9 15 22 23 17 12 16 14
2.9439e+01 18 17 21 29 13 23 27 24 1 20 12 22 4 15 9 14 10 5 25 19 6 0 11 26 3 28 7 8 2 16
2.9485e+01 20 28 19 0 24 11 26 5 16 1 18 21 2 22 29 25 7 23 15 4 27 8 3 6 13 10 12 14 9 17
3.4357e+01 29 8 5 25 14 24 7 6 12 0 18 20 19 9 22 17 13 15 16 21 4 28 2 1 11 23 3 27 10 26
2.8450e+01 9 12 10 26 16 7 6 19 11 29 17 0 8 25 4 21 13 23 27 14 28 24 5 20 1 22 15 2 18 3
2.9325e+01 26 20 22 6 10 3 8 19 9 12 23 7 29 13 16 4 25 0 15 28 24 2 27 17 11 14 21 18 1 5
3.0811e+01 2 4 8 12 26 3 9 23 5 20 10 18 1 27 14 13 6 19 24 28 7 0 16 22 15 29 21 11 17 25
2.7869e+01 15 0 16 2 12 22 17 24 10 14 9 25 7 8 29 20 5 27 26 18 6 13 23 4 11 3 19 1 21 28
